time,x_c,x_c_dot,gamma,gamma_dot
8.708708708708708945e-01,2.682767643442212080e-01,7.960573008515526849e-01,8.282748158577406539e-01,-1.245443650098647881e+00
9.009009009009009139e-01,2.925734673899136884e-01,8.220095324447543872e-01,7.905237012969893451e-01,-1.270831663182634852e+00
9.309309309309309333e-01,3.176301247599115363e-01,8.466769065978564379e-01,7.521723179577548546e-01,-1.285900886234714546e+00
9.609609609609609526e-01,3.434097493598993744e-01,8.700733577993853274e-01,7.134490198639418246e-01,-1.293142516649290030e+00
9.909909909909909720e-01,3.698742172551597873e-01,8.922049432015912718e-01,6.745637302270713898e-01,-1.294393113604800138e+00
1.021021021021021102e+00,3.969847062013401318e-01,9.130546979521292350e-01,6.357033409397031543e-01,-1.290408184861597141e+00
1.051051051051051122e+00,4.247007907256964421e-01,9.326870001895919415e-01,5.970673364791702076e-01,-1.284006438590031385e+00
1.081081081081081141e+00,4.529842712867128696e-01,9.509294607840326208e-01,5.587644498380965885e-01,-1.270783926459711388e+00
1.111111111111111160e+00,4.817954444553458337e-01,9.677291760950431643e-01,5.209322088731256351e-01,-1.249731354303453168e+00
1.141141141141141180e+00,5.110925832683643755e-01,9.832337306966574264e-01,4.837566183087044780e-01,-1.225305035556364608e+00
1.171171171171171199e+00,5.408361772464922446e-01,9.974316053339208343e-01,4.473580620315377732e-01,-1.197069598274583813e+00
1.201201201201201219e+00,5.709871395861856325e-01,1.010336251659199158e+00,4.118510466884958143e-01,-1.165098464581844073e+00
1.231231231231231238e+00,6.015066326077950221e-01,1.022026802141359880e+00,3.773548939284955828e-01,-1.131065204063403939e+00
1.261261261261261257e+00,6.323573401969179164e-01,1.032547273586954084e+00,3.439643996555253880e-01,-1.095471639820560394e+00
1.291291291291291277e+00,6.635045327523757530e-01,1.041818047707309791e+00,3.117268399859594585e-01,-1.055337131346667956e+00
1.321321321321321296e+00,6.949132609164845320e-01,1.049922874446024723e+00,2.807224498134734403e-01,-1.012003616782999105e+00
1.351351351351351315e+00,7.265499467753228080e-01,1.056968892399335003e+00,2.510244286605176622e-01,-9.673003248031454282e-01
1.381381381381381335e+00,7.583833360809429935e-01,1.063001670354539963e+00,2.226766218302524691e-01,-9.212994204168986068e-01
1.411411411411411354e+00,7.903840060363785947e-01,1.068058819928362047e+00,1.957093578543857015e-01,-8.738001172170050124e-01
1.441441441441441373e+00,8.225237989393253679e-01,1.072230916756998109e+00,1.701561757441600597e-01,-8.259553087025957030e-01
1.471471471471471393e+00,8.547763762376036079e-01,1.075608506154330568e+00,1.460402851521105105e-01,-7.788736194480838648e-01
1.501501501501501412e+00,8.871180433882289718e-01,1.078198433378120491e+00,1.233537516826546526e-01,-7.314438657343007577e-01
1.531531531531531432e+00,9.195263963816374675e-01,1.080058082497133753e+00,1.020935063315299707e-01,-6.838868747605133525e-01
1.561561561561561451e+00,9.519806546426573535e-01,1.081258999594365777e+00,8.225245304614058062e-02,-6.368001947862377277e-01
1.591591591591591470e+00,9.844616614010764932e-01,1.081882438387536727e+00,6.381909850718782418e-02,-5.910494951135916164e-01
1.621621621621621712e+00,1.016952276866075922e+00,1.081973977559071542e+00,4.676666847141595917e-02,-5.465899788753585398e-01
1.651651651651651731e+00,1.049437413576591593e+00,1.081533634913789177e+00,3.105139051963047916e-02,-5.022169511955854038e-01
1.681681681681681750e+00,1.081902789962357225e+00,1.080635669288126488e+00,1.664409259571606597e-02,-4.587038653135675492e-01
1.711711711711711770e+00,1.114335576869668776e+00,1.079355884589676462e+00,3.512142768301885001e-03,-4.169031351840710720e-01
1.741741741741741789e+00,1.146724675854947639e+00,1.077735897658384845e+00,-8.389058912624232714e-03,-3.768159314449731068e-01
1.771771771771771808e+00,1.179060443021152205e+00,1.075803586622053665e+00,-1.911017820105450488e-02,-3.381295104584735589e-01
1.801801801801801828e+00,1.211334344919864581e+00,1.073600407148044722e+00,-2.870033248627629208e-02,-3.009327269753970802e-01
1.831831831831831847e+00,1.243538863194717958e+00,1.071183431889966675e+00,-3.720601518027083499e-02,-2.657706280548117750e-01
1.861861861861861867e+00,1.275667872758192933e+00,1.068579401261707806e+00,-4.468242956206616018e-02,-2.324436109819713880e-01
1.891891891891891886e+00,1.307716251970796106e+00,1.065816872721549124e+00,-5.118475488555547515e-02,-2.008480855278949595e-01
1.921921921921921905e+00,1.339679803029429905e+00,1.062927017205842706e+00,-5.676752244393104552e-02,-1.709973109240444100e-01
1.951951951951951925e+00,1.371555188001853942e+00,1.059943012537057028e+00,-6.148439354365065751e-02,-1.430053064555703579e-01
1.981981981981981944e+00,1.403339864114943270e+00,1.056899711340280934e+00,-6.538790602600008661e-02,-1.170777004976075730e-01
2.012012012012012185e+00,1.435032264927641243e+00,1.053808619262925905e+00,-6.853563890833226646e-02,-9.285592538415061992e-02
2.042042042042042205e+00,1.466631405196100912e+00,1.050691530057900058e+00,-7.098126512053355708e-02,-7.029664352362685609e-02
2.072072072072072224e+00,1.498136892899075256e+00,1.047573110411470054e+00,-7.277623228082334694e-02,-4.947677239333630322e-02
2.102102102102102243e+00,1.529548953567721359e+00,1.044472499683833044e+00,-7.397173414390781354e-02,-3.037240720488792664e-02
2.132132132132132263e+00,1.560868333399233698e+00,1.041407443229957819e+00,-7.461747354550443689e-02,-1.296576598721079811e-02
2.162162162162162282e+00,1.592096321712523688e+00,1.038386588607212113e+00,-7.476351164700741070e-02,2.957891906549720527e-03
2.192192192192192302e+00,1.623234515332852235e+00,1.035428198980850034e+00,-7.445531437440257305e-02,1.732162524237772228e-02
2.222222222222222321e+00,1.654284950671083498e+00,1.032541852426786422e+00,-7.373838952174649464e-02,3.023753179908750949e-02
2.252252252252252340e+00,1.685249918865648677e+00,1.029742562330443256e+00,-7.265456682686324830e-02,4.163852393296385568e-02
2.282282282282282360e+00,1.716132123932782694e+00,1.027030279767661147e+00,-7.124724260727251235e-02,5.181667985046303077e-02
2.312312312312312379e+00,1.746934376275519174e+00,1.024416911714940870e+00,-6.955436638583649411e-02,6.071736690187048979e-02
2.342342342342342398e+00,1.777659746464540502e+00,1.021906818940137907e+00,-6.761346411567543957e-02,6.845158697249301150e-02
2.372372372372372418e+00,1.808311441482611137e+00,1.019505750229093399e+00,-6.545932914459025309e-02,7.506372566422392367e-02
2.402402402402402437e+00,1.838892734297211673e+00,1.017224609700382532e+00,-6.312306372716605662e-02,8.043468538587124350e-02
2.432432432432432456e+00,1.869407143035020091e+00,1.015058166840077103e+00,-6.063760133795303292e-02,8.484085959400937405e-02
2.462462462462462476e+00,1.899858205758707008e+00,1.013005010194135469e+00,-5.803258999127512696e-02,8.843346826345982459e-02
2.492492492492492495e+00,1.930249419812863909e+00,1.011071052094823619e+00,-5.533353610953769403e-02,9.114860222155139746e-02
2.522522522522522515e+00,1.960584323510991656e+00,1.009258828327798119e+00,-5.256462211740183660e-02,9.298896693063200825e-02
2.552552552552552534e+00,1.990866502593017451e+00,1.007564641875343447e+00,-4.974950491727411078e-02,9.410021690593739496e-02
2.582582582582582553e+00,2.021099538231145853e+00,1.005981856392490936e+00,-4.691053443727410260e-02,9.468634223167665676e-02
2.612612612612612573e+00,2.051286843101173485e+00,1.004515749033306315e+00,-4.406499909206727794e-02,9.462269033626137527e-02
2.642642642642642592e+00,2.081431853932857123e+00,1.003162399348382694e+00,-4.123064918218324881e-02,9.400981099893834791e-02
2.672672672672672611e+00,2.111537944926293875e+00,1.001916081223709565e+00,-3.842387277323523753e-02,9.298150281600754685e-02
2.702702702702702631e+00,2.141608289196161419e+00,1.000782116700100310e+00,-3.565646946500085346e-02,9.137005977633289033e-02
2.732732732732732650e+00,2.171646105697961904e+00,9.997507675289166729e-01,-3.294246638917498055e-02,8.939049198630863446e-02
2.762762762762762669e+00,2.201654452360703118e+00,9.988173546966613303e-01,-3.029302207485201279e-02,8.711557722905574619e-02
2.792792792792792689e+00,2.231636246208211549e+00,9.979794843454870001e-01,-2.771723199541785074e-02,8.454968061268658408e-02
2.822822822822822708e+00,2.261594226459658241e+00,9.972402039114909300e-01,-2.522140624435418796e-02,8.154741303027383814e-02
